real	34m55.755s
user	32m29.944s
sys	1m23.012s




total_elements, symbols, declare_fun, declare_sort, check_sat, assert, argument, push, pop, let_bindings, forall, exists, core_true, core_false, core_not, core_imply, core_and, core_or, core_xor, core_distinct, mult, plus, equals, int_le_or_gr, int_leq_or_grq, bvand, bvor, bvxor, bvnand, bvnor, bvcomp, bvadd, bvmul, bvs_l_g, bvs_le_ge, bvu_l_g, bvu_le_ge  
71, 42, 4, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 8, 1, 0, 0, 0, 0, 12, 0, 5, 4, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 12, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
8, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2863, 1569, 3, 0, 1, 1, 0, 0, 0, 189, 0, 0, 0, 0, 310, 0, 1, 0, 0, 0, 0, 0, 408, 0, 0, 173, 43, 209, 0, 0, 0, 332, 1, 31, 16, 34, 48
220295, 117319, 45, 0, 1, 1, 0, 0, 0, 16865, 0, 0, 0, 0, 2786, 0, 1, 0, 0, 0, 0, 0, 3597, 0, 0, 46149, 30447, 2344, 0, 0, 0, 49704, 9, 124, 66, 317, 328
16577, 8349, 3, 0, 1, 1, 0, 0, 0, 1167, 0, 0, 0, 0, 794, 0, 1, 0, 0, 0, 0, 0, 993, 0, 0, 2819, 1820, 454, 0, 0, 0, 3372, 1, 55, 30, 83, 93
166216, 87992, 42, 0, 1, 1, 0, 0, 0, 12870, 0, 0, 0, 0, 2349, 0, 1, 0, 0, 0, 0, 0, 3060, 0, 0, 34447, 22575, 2177, 0, 0, 0, 37253, 7, 97, 60, 309, 304
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35, 26, 7, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0
21112, 10587, 3, 0, 1, 1, 0, 0, 0, 1454, 0, 0, 0, 0, 838, 0, 1, 0, 0, 0, 0, 0, 1055, 0, 0, 3834, 2529, 504, 0, 0, 0, 4411, 1, 52, 27, 97, 98
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
36424, 18717, 42, 0, 1, 1, 0, 0, 0, 2689, 0, 0, 0, 0, 1254, 0, 1, 0, 0, 0, 0, 0, 1725, 0, 0, 6323, 4037, 1135, 0, 0, 0, 7519, 1, 83, 47, 192, 196
27691, 13993, 3, 0, 1, 1, 0, 0, 0, 1974, 0, 0, 0, 0, 993, 0, 1, 0, 0, 0, 0, 0, 1350, 0, 0, 4955, 3220, 802, 0, 0, 0, 5685, 1, 76, 34, 130, 153
22213, 11154, 3, 0, 1, 1, 0, 0, 0, 1552, 0, 0, 0, 0, 851, 0, 1, 0, 0, 0, 0, 0, 1076, 0, 0, 4057, 2682, 512, 0, 0, 0, 4669, 1, 57, 31, 89, 111
43062, 22253, 42, 0, 1, 1, 0, 0, 0, 3255, 0, 0, 0, 0, 1392, 0, 1, 0, 0, 0, 0, 0, 1895, 0, 0, 7623, 4858, 1268, 0, 0, 0, 8982, 1, 96, 54, 209, 204
156703, 82659, 42, 0, 1, 1, 0, 0, 0, 12083, 0, 0, 0, 0, 1922, 0, 1, 0, 0, 0, 0, 0, 2567, 0, 0, 33168, 21893, 1702, 0, 0, 0, 35127, 1, 106, 57, 225, 238
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6631, 3476, 3, 0, 1, 1, 0, 0, 0, 458, 0, 0, 0, 0, 605, 0, 1, 0, 0, 0, 0, 0, 745, 0, 0, 716, 373, 321, 0, 0, 0, 1091, 1, 36, 30, 62, 63
167741, 88843, 42, 0, 1, 1, 0, 0, 0, 12957, 0, 0, 0, 0, 2370, 0, 1, 0, 0, 0, 0, 0, 3084, 0, 0, 34758, 22797, 2181, 0, 0, 0, 37581, 7, 115, 55, 295, 302
220271, 117305, 45, 0, 1, 1, 0, 0, 0, 16836, 0, 0, 0, 0, 2783, 0, 1, 0, 0, 0, 0, 0, 3592, 0, 0, 46149, 30445, 2343, 0, 0, 0, 49702, 9, 116, 60, 311, 340
176309, 93836, 45, 0, 1, 1, 0, 0, 0, 13589, 0, 0, 0, 0, 2488, 0, 1, 0, 0, 0, 0, 0, 3250, 0, 0, 36348, 23883, 2267, 0, 0, 0, 39510, 7, 108, 67, 299, 315
5861, 3078, 3, 0, 1, 1, 0, 0, 0, 404, 0, 0, 0, 0, 531, 0, 1, 0, 0, 0, 0, 0, 650, 0, 0, 648, 346, 276, 0, 0, 0, 985, 1, 36, 15, 44, 49
28621, 14478, 3, 0, 1, 1, 0, 0, 0, 2038, 0, 0, 0, 0, 1010, 0, 1, 0, 0, 0, 0, 0, 1387, 0, 0, 5125, 3323, 840, 0, 0, 0, 5871, 1, 83, 34, 134, 141
77051, 40336, 42, 0, 1, 1, 0, 0, 0, 5945, 0, 0, 0, 0, 1602, 0, 1, 0, 0, 0, 0, 0, 2173, 0, 0, 15182, 9843, 1444, 0, 0, 0, 16756, 1, 92, 45, 205, 235
30789, 15634, 16, 0, 1, 1, 0, 0, 0, 2236, 0, 0, 0, 0, 1074, 0, 1, 0, 0, 0, 0, 0, 1483, 0, 0, 5476, 3530, 945, 0, 0, 0, 6308, 1, 85, 36, 158, 166
26173, 13179, 3, 0, 1, 1, 0, 0, 0, 1833, 0, 0, 0, 0, 955, 0, 1, 0, 0, 0, 0, 0, 1273, 0, 0, 4710, 3080, 707, 0, 0, 0, 5415, 1, 83, 37, 134, 146
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
166064, 87932, 42, 0, 1, 1, 0, 0, 0, 12869, 0, 0, 0, 0, 2343, 0, 1, 0, 0, 0, 0, 0, 3054, 0, 0, 34424, 22571, 2174, 0, 0, 0, 37209, 7, 105, 68, 272, 287
59750, 31071, 42, 0, 1, 1, 0, 0, 0, 4590, 0, 0, 0, 0, 1512, 0, 1, 0, 0, 0, 0, 0, 2049, 0, 0, 11328, 7304, 1363, 0, 0, 0, 12811, 1, 104, 43, 209, 227
161503, 85385, 42, 0, 1, 1, 0, 0, 0, 12390, 0, 0, 0, 0, 2045, 0, 1, 0, 0, 0, 0, 0, 2720, 0, 0, 34008, 22387, 1749, 0, 0, 0, 36273, 2, 103, 68, 232, 265
122, 85, 13, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 29, 0, 0, 0, 2, 1
6414, 3368, 3, 0, 1, 1, 0, 0, 0, 431, 0, 0, 0, 0, 580, 0, 1, 0, 0, 0, 0, 0, 718, 0, 0, 699, 366, 306, 0, 0, 0, 1063, 1, 36, 25, 56, 62
22, 10, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
29334, 14864, 3, 0, 1, 1, 0, 0, 0, 2071, 0, 0, 0, 0, 1031, 0, 1, 0, 0, 0, 0, 0, 1421, 0, 0, 5241, 3389, 881, 0, 0, 0, 6006, 1, 91, 33, 162, 150
77250, 40436, 42, 0, 1, 1, 0, 0, 0, 5939, 0, 0, 0, 0, 1613, 0, 1, 0, 0, 0, 0, 0, 2185, 0, 0, 15218, 9863, 1447, 0, 0, 0, 16799, 1, 113, 47, 205, 225
164520, 87173, 42, 0, 1, 1, 0, 0, 0, 12752, 0, 0, 0, 0, 2275, 0, 1, 0, 0, 0, 0, 0, 2983, 0, 0, 34146, 22407, 2156, 0, 0, 0, 36836, 7, 107, 56, 280, 305
217907, 116122, 45, 0, 1, 1, 0, 0, 0, 16754, 0, 0, 0, 0, 2719, 0, 1, 0, 0, 0, 0, 0, 3501, 0, 0, 45729, 30132, 2276, 0, 0, 0, 49163, 9, 114, 66, 321, 317
10, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
112478, 59129, 42, 0, 1, 1, 0, 0, 0, 8679, 0, 0, 0, 0, 1750, 0, 1, 0, 0, 0, 0, 0, 2354, 0, 0, 23229, 15216, 1524, 0, 0, 0, 24961, 1, 103, 54, 237, 247
48531, 25184, 42, 0, 1, 1, 0, 0, 0, 3720, 0, 0, 0, 0, 1416, 0, 1, 0, 0, 0, 0, 0, 1928, 0, 0, 8837, 5657, 1305, 0, 0, 0, 10221, 1, 107, 42, 204, 229
144686, 76178, 42, 0, 1, 1, 0, 0, 0, 11136, 0, 0, 0, 0, 1848, 0, 1, 0, 0, 0, 0, 0, 2477, 0, 0, 30561, 20148, 1598, 0, 0, 0, 32407, 1, 111, 45, 228, 249
7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90012, 47177, 42, 0, 1, 1, 0, 0, 0, 6915, 0, 0, 0, 0, 1657, 0, 1, 0, 0, 0, 0, 0, 2241, 0, 0, 18146, 11823, 1453, 0, 0, 0, 19776, 1, 102, 44, 191, 235
25, 10, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
8, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
144860, 76216, 42, 0, 1, 1, 0, 0, 0, 11143, 0, 0, 0, 0, 1853, 0, 1, 0, 0, 0, 0, 0, 2482, 0, 0, 30599, 20183, 1612, 0, 0, 0, 32452, 1, 98, 57, 220, 245
3429, 1861, 3, 0, 1, 1, 0, 0, 0, 231, 0, 0, 0, 0, 361, 0, 1, 0, 0, 0, 0, 0, 469, 0, 0, 246, 83, 245, 0, 0, 0, 440, 1, 43, 11, 52, 47
88, 45, 6, 0, 1, 1, 0, 0, 0, 10, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 12, 2, 0, 0, 0, 0, 17, 0, 4, 2, 0, 0
56, 21, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0
42457, 21938, 42, 0, 1, 1, 0, 0, 0, 3235, 0, 0, 0, 0, 1372, 0, 1, 0, 0, 0, 0, 0, 1874, 0, 0, 7503, 4784, 1261, 0, 0, 0, 8842, 1, 86, 44, 210, 190
58311, 30337, 42, 0, 1, 1, 0, 0, 0, 4478, 0, 0, 0, 0, 1482, 0, 1, 0, 0, 0, 0, 0, 2008, 0, 0, 11028, 7110, 1340, 0, 0, 0, 12482, 1, 99, 48, 218, 227
11, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
163812, 86677, 42, 0, 1, 1, 0, 0, 0, 12695, 0, 0, 0, 0, 2211, 0, 1, 0, 0, 0, 0, 0, 2906, 0, 0, 34146, 22407, 2082, 0, 0, 0, 36755, 4, 102, 53, 270, 276
2284, 1249, 3, 0, 1, 1, 0, 0, 0, 155, 0, 0, 0, 0, 234, 0, 1, 0, 0, 0, 0, 0, 318, 0, 0, 113, 15, 173, 0, 0, 0, 234, 1, 32, 18, 38, 41
4991, 2632, 3, 0, 1, 1, 0, 0, 0, 331, 0, 0, 0, 0, 473, 0, 1, 0, 0, 0, 0, 0, 581, 0, 0, 520, 264, 249, 0, 0, 0, 818, 1, 43, 19, 45, 48
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 6, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0
4834, 2554, 3, 0, 1, 1, 0, 0, 0, 320, 0, 0, 0, 0, 464, 0, 1, 0, 0, 0, 0, 0, 572, 0, 0, 491, 243, 249, 0, 0, 0, 781, 1, 42, 14, 38, 49
153849, 81138, 42, 0, 1, 1, 0, 0, 0, 11861, 0, 0, 0, 0, 1887, 0, 1, 0, 0, 0, 0, 0, 2525, 0, 0, 32576, 21487, 1658, 0, 0, 0, 34486, 1, 110, 58, 217, 244
6290, 3306, 3, 0, 1, 1, 0, 0, 0, 436, 0, 0, 0, 0, 567, 0, 1, 0, 0, 0, 0, 0, 700, 0, 0, 690, 364, 300, 0, 0, 0, 1049, 1, 36, 20, 52, 62
9219, 4771, 3, 0, 1, 1, 0, 0, 0, 639, 0, 0, 0, 0, 659, 0, 1, 0, 0, 0, 0, 0, 807, 0, 0, 1257, 740, 349, 0, 0, 0, 1682, 1, 39, 27, 68, 78
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
183675, 97791, 45, 0, 1, 1, 0, 0, 0, 14119, 0, 0, 0, 0, 2526, 0, 1, 0, 0, 0, 0, 0, 3296, 0, 0, 37989, 25007, 2276, 0, 0, 0, 41193, 7, 106, 56, 326, 306
9602, 4953, 3, 0, 1, 1, 0, 0, 0, 666, 0, 0, 0, 0, 688, 0, 1, 0, 0, 0, 0, 0, 848, 0, 0, 1310, 775, 364, 0, 0, 0, 1760, 1, 46, 34, 70, 74
186, 93, 3, 0, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 3, 0, 6, 0, 0, 0, 17, 1, 8, 2, 3, 6
163711, 86592, 42, 0, 1, 1, 0, 0, 0, 12692, 0, 0, 0, 0, 2199, 0, 1, 0, 0, 0, 0, 0, 2893, 0, 0, 34146, 22407, 2082, 0, 0, 0, 36741, 3, 107, 67, 258, 262
5490, 2890, 3, 0, 1, 1, 0, 0, 0, 374, 0, 0, 0, 0, 514, 0, 1, 0, 0, 0, 0, 0, 629, 0, 0, 583, 303, 268, 0, 0, 0, 912, 1, 44, 24, 48, 48
9, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
165612, 87709, 42, 0, 1, 1, 0, 0, 0, 12815, 0, 0, 0, 0, 2331, 0, 1, 0, 0, 0, 0, 0, 3042, 0, 0, 34335, 22520, 2174, 0, 0, 0, 37095, 7, 102, 55, 305, 275
11, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96, 69, 2, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 13, 0, 0, 2, 5, 0, 0, 0, 0, 8, 0, 0, 3, 0, 3
109945, 57814, 42, 0, 1, 1, 0, 0, 0, 8465, 0, 0, 0, 0, 1726, 0, 1, 0, 0, 0, 0, 0, 2323, 0, 0, 22667, 14836, 1512, 0, 0, 0, 24375, 1, 97, 43, 243, 248
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
160050, 84520, 42, 0, 1, 1, 0, 0, 0, 12350, 0, 0, 0, 0, 1963, 0, 1, 0, 0, 0, 0, 0, 2614, 0, 0, 33850, 22349, 1740, 0, 0, 0, 35870, 1, 98, 48, 227, 224
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21, 10, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0
8, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 12, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0
12, 5, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47, 32, 7, 0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 7, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0
3832, 2060, 3, 0, 1, 1, 0, 0, 0, 250, 0, 0, 0, 0, 393, 0, 1, 0, 0, 0, 0, 0, 501, 0, 0, 312, 123, 249, 0, 0, 0, 537, 1, 45, 16, 41, 40
221415, 117989, 45, 0, 1, 1, 0, 0, 0, 16933, 0, 0, 0, 0, 2796, 0, 1, 0, 0, 0, 0, 0, 3611, 0, 0, 46371, 30598, 2344, 0, 0, 0, 49933, 9, 119, 66, 312, 361
174074, 92396, 45, 0, 1, 1, 0, 0, 0, 13463, 0, 0, 0, 0, 2462, 0, 1, 0, 0, 0, 0, 0, 3209, 0, 0, 35985, 23626, 2243, 0, 0, 0, 39041, 7, 94, 64, 291, 293
8, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47044, 24281, 42, 0, 1, 1, 0, 0, 0, 3540, 0, 0, 0, 0, 1396, 0, 1, 0, 0, 0, 0, 0, 1903, 0, 0, 8541, 5490, 1286, 0, 0, 0, 9906, 1, 87, 52, 221, 228
77356, 40485, 42, 0, 1, 1, 0, 0, 0, 5964, 0, 0, 0, 0, 1619, 0, 1, 0, 0, 0, 0, 0, 2195, 0, 0, 15238, 9873, 1447, 0, 0, 0, 16827, 1, 105, 44, 215, 246
5, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
363, 298, 2, 0, 1, 1, 0, 0, 0, 68, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 27, 0, 0, 15, 31, 0, 0, 0, 0, 60, 5, 0, 2, 0, 18
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
48599, 25215, 42, 0, 1, 1, 0, 0, 0, 3725, 0, 0, 0, 0, 1420, 0, 1, 0, 0, 0, 0, 0, 1932, 0, 0, 8845, 5661, 1311, 0, 0, 0, 10235, 1, 99, 49, 207, 208
95927, 50332, 42, 0, 1, 1, 0, 0, 0, 7397, 0, 0, 0, 0, 1699, 0, 1, 0, 0, 0, 0, 0, 2288, 0, 0, 19474, 12698, 1470, 0, 0, 0, 21148, 1, 88, 45, 213, 224
166190, 87980, 42, 0, 1, 1, 0, 0, 0, 12866, 0, 0, 0, 0, 2347, 0, 1, 0, 0, 0, 0, 0, 3057, 0, 0, 34445, 22575, 2174, 0, 0, 0, 37248, 7, 110, 48, 296, 317
4, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
148859, 78464, 42, 0, 1, 1, 0, 0, 0, 11466, 0, 0, 0, 0, 1859, 0, 1, 0, 0, 0, 0, 0, 2491, 0, 0, 31489, 20755, 1616, 0, 0, 0, 33357, 1, 115, 52, 219, 260
21010, 10531, 3, 0, 1, 1, 0, 0, 0, 1478, 0, 0, 0, 0, 824, 0, 1, 0, 0, 0, 0, 0, 1037, 0, 0, 3827, 2529, 491, 0, 0, 0, 4403, 1, 56, 29, 88, 89
15, 6, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0
4442, 2360, 3, 0, 1, 1, 0, 0, 0, 285, 0, 0, 0, 0, 437, 0, 1, 0, 0, 0, 0, 0, 545, 0, 0, 421, 195, 249, 0, 0, 0, 687, 1, 38, 14, 39, 49
216195, 115178, 45, 0, 1, 1, 0, 0, 0, 16539, 0, 0, 0, 0, 2568, 0, 1, 0, 0, 0, 0, 0, 3342, 0, 0, 45470, 30030, 2276, 0, 0, 0, 48719, 7, 106, 58, 306, 320
199, 155, 2, 0, 1, 1, 0, 0, 0, 32, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 22, 0, 0, 10, 20, 0, 0, 0, 0, 26, 0, 0, 2, 0, 5
2525, 1384, 3, 0, 1, 1, 0, 0, 0, 174, 0, 0, 0, 0, 265, 0, 1, 0, 0, 0, 0, 0, 355, 0, 0, 137, 26, 191, 0, 0, 0, 277, 1, 38, 18, 31, 36
53382, 27709, 42, 0, 1, 1, 0, 0, 0, 4104, 0, 0, 0, 0, 1473, 0, 1, 0, 0, 0, 0, 0, 1997, 0, 0, 9903, 6359, 1330, 0, 0, 0, 11344, 1, 96, 42, 205, 188
66, 44, 2, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 2, 1, 0, 0, 0, 0, 6, 0, 0, 3, 0, 4
23742, 11890, 3, 0, 1, 1, 0, 0, 0, 1658, 0, 0, 0, 0, 890, 0, 1, 0, 0, 0, 0, 0, 1151, 0, 0, 4315, 2843, 589, 0, 0, 0, 4949, 1, 56, 29, 95, 112
172429, 91305, 45, 0, 1, 1, 0, 0, 0, 13334, 0, 0, 0, 0, 2443, 0, 1, 0, 0, 0, 0, 0, 3177, 0, 0, 35773, 23462, 2213, 0, 0, 0, 38655, 7, 110, 58, 290, 313
2721, 1495, 3, 0, 1, 1, 0, 0, 0, 180, 0, 0, 0, 0, 293, 0, 1, 0, 0, 0, 0, 0, 387, 0, 0, 154, 34, 200, 0, 0, 0, 307, 1, 33, 17, 34, 43
2042, 1113, 3, 0, 1, 1, 0, 0, 0, 141, 0, 0, 0, 0, 203, 0, 1, 0, 0, 0, 0, 0, 282, 0, 0, 89, 3, 152, 0, 0, 0, 191, 1, 35, 19, 34, 37
153084, 80749, 42, 0, 1, 1, 0, 0, 0, 11808, 0, 0, 0, 0, 1879, 0, 1, 0, 0, 0, 0, 0, 2514, 0, 0, 32417, 21374, 1644, 0, 0, 0, 34313, 1, 97, 50, 230, 258
219474, 116863, 45, 0, 1, 1, 0, 0, 0, 16746, 0, 0, 0, 0, 2764, 0, 1, 0, 0, 0, 0, 0, 3555, 0, 0, 46016, 30351, 2315, 0, 0, 0, 49539, 9, 117, 58, 327, 323
3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
